"id","time_parse","channel","usr_parse","msg_parse"
6037,"2023-10-12 20:17:54","#atropa","FREEDOM_Tokens777!uid622718","Maria been at the gym a long time!! Getting Ripped for the next leg up ❤️"
6038,"2023-10-12 20:18:53","#atropa","alexander_as_helios!alexander_","CryptoCoffe found your first scam"
6039,"2023-10-12 20:21:05","#atropa","CryptoCoffe!~cryptocof","@alexander_as_helios thanks"
6042,"2023-10-12 20:26:26","#atropa","pano!~pano","You should consider putting LP with 2CC aswell billie, low cap gem with 4k supply"
6062,"2023-10-12 21:03:03","#atropa","billie!uid623186","Is 2CC an Atropa dev?"
6065,"2023-10-12 21:05:44","#atropa","teddybearpulse!uid622740","Created by 414, yes"
6066,"2023-10-12 21:07:03","#atropa","billie!uid623186","Ok sir"
6068,"2023-10-12 21:07:56","#atropa","Mason_!~oftc-webi","."
6069,"2023-10-12 21:08:18","#atropa","billie!uid623186","We eill do this and it would work"
6072,"2023-10-12 21:09:33","#atropa","Helius!~oftc-webi","@maria did just say that $KPOP was gonna have the best chance for survival so that could be a token you target Billie"
6073,"2023-10-12 21:10:14","#atropa","billie!uid623186","Someone else also said the same thing but I am not into shilling"
6075,"2023-10-12 21:10:39","#atropa","billie!uid623186","But I know it would work"
6076,"2023-10-12 21:11:07","#atropa","billie!uid623186","I would steadily supply into the main pools"
6077,"2023-10-12 21:11:41","#atropa","teddybearpulse!uid622740","I'm buying all these minor tokens, hopefully i will not get rekt"
6078,"2023-10-12 21:12:00","#atropa","teddybearpulse!uid622740","But, thank you for supporting the atropa ecosystem"
6080,"2023-10-12 21:12:21","#atropa","Helius!~oftc-webi","That would probably be the smarter decision"
6082,"2023-10-12 21:12:57","#atropa","billie!uid623186","We are all on the same old rekt"
6083,"2023-10-12 21:13:43","#atropa","teddybearpulse!uid622740","Do you think pdai peggening is possible @billie ?"
6084,"2023-10-12 21:14:10","#atropa","billie!uid623186","Yes"
6086,"2023-10-12 21:14:42","#atropa","teddybearpulse!uid622740","I'm not tech savvy unfortunately and didn't get much of what maria said before"
6087,"2023-10-12 21:15:03","#atropa","billie!uid623186","I have imported contracts from eth"
6088,"2023-10-12 21:15:52","#atropa","billie!uid623186","But importing actually defrentiates the coin"
6089,"2023-10-12 21:16:09","#atropa","SunnyD!~oftc-webi","Many eth contracts dont work on pulse, please test everything on the test net before you add real liquidity"
6090,"2023-10-12 21:16:17","#atropa","billie!uid623186","First diff coin address"
6091,"2023-10-12 21:16:40","#atropa","billie!uid623186","I am not doing anything with pdai"
6092,"2023-10-12 21:16:53","#atropa","billie!uid623186","It's quite complicated"
6093,"2023-10-12 21:17:15","#atropa","SunnyD!~oftc-webi","what do you need help with?"
6094,"2023-10-12 21:17:19","#atropa","teddybearpulse!uid622740","What are you trying to import from eth?"
6095,"2023-10-12 21:17:20","#atropa","billie!uid623186","All is aimed at making Pulsechain stronger"
6096,"2023-10-12 21:18:05","#atropa","billie!uid623186","It's not about CiA liquidity as u see.....for me its more about the ecosystem"
6097,"2023-10-12 21:18:30","#atropa","billie!uid623186","I entered pulsechain and choose Inc"
6098,"2023-10-12 21:18:53","#atropa","billie!uid623186","I didn't see PLS doing good....just Inc fall down"
6099,"2023-10-12 21:19:19","#atropa","SunnyD!~oftc-webi","Alot of us on are on the same page, as LP providers we are building the network and providing liquidity for the worlds largest free airdrop. This is all about the ecosystem."
6100,"2023-10-12 21:19:36","#atropa","SunnyD!~oftc-webi","The more we help. the more we get rewarded."
6101,"2023-10-12 21:19:36","#atropa","billie!uid623186","teddybearpulse: just an example...we already have a contract that we love"
6102,"2023-10-12 21:20:04","#atropa","teddybearpulse!uid622740","Yeah.. im down huge man, but im hopeful"
6103,"2023-10-12 21:20:22","#atropa","teddybearpulse!uid622740","Basically was all in in plsx"
6104,"2023-10-12 21:20:52","#atropa","billie!uid623186","SunnyD: with time....I have a lot of gits on PLS it's just a bit of guidance too....."
6105,"2023-10-12 21:21:52","#atropa","billie!uid623186","teddybearpulse I bought most with Teddy cos it had the best pool"
6106,"2023-10-12 21:22:31","#atropa","billie!uid623186","I mean some cos it never got through"
6107,"2023-10-12 21:22:44","#atropa","billie!uid623186","Good volatility"
6108,"2023-10-12 21:22:52","#atropa","SunnyD!~oftc-webi","youre welcome to come vc in the pub as well, everyone is. Sometimes a steady flow of conversation gets the mind thinking. I would love ot help you, help others, and also be rewarded well for it yourself. And without making anymore unnecessary coins."
6109,"2023-10-12 21:23:41","#atropa","billie!uid623186","I hate low supplies but maybe the devs have a reason for that"
6110,"2023-10-12 21:24:14","#atropa","SunnyD!~oftc-webi","its just a mental thing. The supply is 100% no matter what."
6112,"2023-10-12 21:24:40","#atropa","billie!uid623186","As a real life project controller I know about the iron triangle of price supply and quality"
6113,"2023-10-12 21:25:00","#atropa","SunnyD!~oftc-webi","lower supply, higher $ signs. All a trick."
6114,"2023-10-12 21:25:25","#atropa","SunnyD!~oftc-webi","This isnt real life, this is crypto"
6115,"2023-10-12 21:25:27","#atropa","billie!uid623186","It's not a trick if u know"
6116,"2023-10-12 21:25:49","#atropa","billie!uid623186","It still works sunny"
6117,"2023-10-12 21:25:57","#atropa","Grav!~Grav","It very much is a trick, even actual Magic to some."
6118,"2023-10-12 21:26:15","#atropa","billie!uid623186","Because we r all mad"
6119,"2023-10-12 21:26:26","#atropa","billie!uid623186","We have all lost a lot"
6120,"2023-10-12 21:26:35","#atropa","billie!uid623186","We just want the profit"
6121,"2023-10-12 21:26:36","#atropa","SunnyD!~oftc-webi","There is only solidity, and even that isnt needed. Here there is a token with 100% of the supply, and another token with 100$ of its supply. We just swap token a for token b"
6122,"2023-10-12 21:26:53","#atropa","aldous!uid622844","Inc the most -- ooof I feel for you"
6123,"2023-10-12 21:27:03","#atropa","SunnyD!~oftc-webi","Billie i am not mad, I am just doing the plain and simple math."
6125,"2023-10-12 21:27:21","#atropa","SunnyD!~oftc-webi","and the math here hasnt been this good since btc launch"
6127,"2023-10-12 21:27:53","#atropa","SunnyD!~oftc-webi","This is the best opportunity in crypto anyone here has had since btc, and tbh this might be better."
6128,"2023-10-12 21:28:16","#atropa","SunnyD!~oftc-webi","Use it wisely. Change the world. Or buy a rolex. w/e"
6129,"2023-10-12 21:28:21","#atropa","SunnyD!~oftc-webi",":)"
6130,"2023-10-12 21:28:23","#atropa","hdrnscum!uid623053","I love swapping coin a for coin b. I let my lp do it for me"
6131,"2023-10-12 21:28:26","#atropa","Grav!~Grav","Exponential growth sez it will be exponentially better."
6134,"2023-10-12 21:34:41","#atropa","FREEDOM_Tokens777!uid622718","Lmao this is so great great conversation guys"
6135,"2023-10-12 21:34:55","#atropa","FREEDOM_Tokens777!uid622718","Pulsechain forever!!"
6146,"2023-10-12 22:20:20","#atropa","AMSTRAD1!~AMSTRADV3","teddy bear investors do not seem happy on TG. saying all the economic energy is being removed from the highest volume token in the Atropa eco system, and that their hard work promoting off chain and on boarding is being taken away, they are not seeing the benefits in growth for the money coming in???"
6155,"2023-10-12 22:55:29","#atropa","ead11!uid622719","There's always going to be people crying on the way down and up"
6161,"2023-10-12 23:05:54","#atropa","pdizzle!~pdizzle4","They should be happy. More opportunity for tokens to be distributed out to new wallets."
6162,"2023-10-12 23:08:39","#atropa","AMSTRAD1!~AMSTRADV3","well KPOP did a 4x do you really think there is a KPOP community actively promoting and onboarding to get money into the eco system?"
6163,"2023-10-12 23:09:26","#atropa","AMSTRAD1!~AMSTRADV3","new wallets teddy is the biggest contributor that brings in new money, doing the work."
